dep_id,dep_name,master_name,slog
1776,mingfeng@gaoliao.cn,9356827E,15200432383
1777,maoxiulan@yahoo.com,1012935B,15720493202
1778,pyi@gmail.com,3027217I,14514357989
1779,pmo@yahoo.com,9350285t,13697128005
1780,xia75@hotmail.com,8608871o,13596495972
1781,fangguiying@yahoo.com,4076001k,13667375552
1782,wei84@58.net,3622837E,13453876416
1783,ftang@hotmail.com,2517804d,15194622071
1784,kyu@yahoo.com,1561676j,15768736422
1785,xiali@yahoo.com,4444398q,14745752567
1786,taoqiu@11.cn,5910311D,13421607371
1787,luoming@gmail.com,3686288Y,15913949125
1788,ekong@yahoo.com,8528378a,15105216567
1789,lei21@xiulanmin.cn,1021418c,14550969729
1790,tianlei@zouxie.cn,3906290W,15659252519
1791,wuqiang@gmail.com,882380m,15212940449
1792,gqiu@qiangmeng.cn,7074877J,13954469015
1793,yan47@yahoo.com,2548729A,13290970988
1794,mkang@hotmail.com,9058066x,14774993965
1795,vcao@gao.org,6626577G,18092683121
1796,xiasun@gang.cn,6876064q,18578539128
1797,jingxu@yahoo.com,8220589d,18643083998
1798,qianyong@xiulanli.cn,216582W,13587890226
1799,na08@yahoo.com,9319478p,13706753393
1800,lei36@qiangqiu.cn,2225392j,18698130415
1801,tangqiang@yahoo.com,804165o,18252726911
1802,juan89@hotmail.com,381976i,15638187208
1803,chaojin@hotmail.com,5035055i,18252984674
1804,juantang@hotmail.com,5444012g,13922560557
1805,caiyong@qiang.net,8247780U,15756862864
1806,jie38@hotmail.com,1691830L,15733194133
1807,juanzhou@junwu.cn,8158375G,15020861403
1808,rshao@gmail.com,4759329D,14787080178
1809,weixie@qin.cn,4149048I,13788069521
1810,guiyingsun@lijun.cn,1690665g,15711744350
1811,mengwei@gmail.com,6214924r,13590495719
1812,dgong@deng.cn,5852260K,13266111335
1813,xiuying03@tz.org,9326234U,15356492423
1814,fengyong@tao.cn,6536084Z,15269942498
1815,jing21@gmail.com,6022829F,14579845395
1816,ulin@caiyuan.cn,8710340e,15251813605
1817,li50@23.com,4441094l,18101686858
1818,tianchao@taogong.cn,8766963j,15037738195
1819,xietao@hotmail.com,4954068w,15989905136
1820,btang@juanshao.org,7989633R,18083787234
1821,wangfang@hotmail.com,4395198T,15290881502
1822,kongtao@fx.cn,9019781j,15273674977
1823,leihou@yahoo.com,6466564X,18616261800
1824,dingjing@gmail.com,7272394h,15363209666
1825,mhu@yahoo.com,3637887X,13293042774
1826,gangcai@yahoo.com,7739643X,15713145641
1827,guiyingguo@29.cn,6674013J,15751550426
1828,yang63@jt.cn,2131824t,13626682184
1829,songming@yahoo.com,9063542O,14594725533
1830,luoxiulan@yu.net,1462062s,18806847066
1831,na02@gmail.com,8345307d,13919097084
1832,juan25@hotmail.com,2213336K,13600313996
1833,ywan@hotmail.com,1823587O,15039535460
1834,jieyao@yahoo.com,9039575i,13666705984
1835,qiangyu@yahoo.com,7161453o,13152708532
1836,fanyong@zoukang.cn,5034958j,15692810918
1837,chao37@gmail.com,3906247H,18075681444
1838,fang69@93.cn,7494894z,15908044843
1839,jingxiang@xiuyingshao.cn,8030509S,15521944775
1840,songguiying@yanqiang.cn,5566534R,18740308056
1841,sguo@baixiang.cn,4033824l,18521896324
1842,jingli@gmail.com,1526158I,13867138622
1843,mshi@gangwei.cn,9865291E,14747435275
1844,xuegang@chaomo.net,5585177V,13274637652
1845,lei57@yahoo.com,7611561z,14583553928
1846,yongzou@94.cn,6432907o,18789211444
1847,xiayuan@31.cn,4017403a,13000704162
1848,juantan@gmail.com,1154987g,18604909537
1849,jingmao@hotmail.com,3284356p,13965753282
1850,taoyuan@gmail.com,6184754f,14529481760
1851,mguo@xiulan.org,33299q,14563263085
1852,guyan@gmail.com,3377558o,18604027802
1853,xia09@mingtian.cn,5420780a,13571140697
1854,huwei@guolin.cn,5484282X,15971476377
1855,yan48@gmail.com,5305030k,13261788259
1856,liaona@yahoo.com,998309C,13217949066
1857,na43@ws.com,4294702q,13898720875
1858,fangzou@hotmail.com,4481533P,15243841643
1859,ming63@hotmail.com,6940266k,18070580663
1860,zouqiang@mingwei.cn,1293619U,15676508111
1861,mingzhao@zenghu.cn,4959814k,15518435202
1862,wenxia@yahoo.com,2300583n,13828371314
1863,juan00@mk.cn,2456891a,18154289034
1864,vhou@hotmail.com,4156501N,18605415991
1865,luotao@gmail.com,1197058B,14709080565
1866,moli@fh.cn,9710621s,13693482047
1867,gang78@hotmail.com,7167879x,15039993963
1868,sxiong@min.cn,5889432x,15724654148
1869,songtao@04.net,3098414D,13989974262
1870,weihu@yahoo.com,3013542I,15921657962
1871,jun57@hotmail.com,4382745a,18901110426
1872,xiacui@69.net,4329098B,18703934423
1873,junhan@yahoo.com,9797370C,13772260293
1874,jun70@gmail.com,3747855U,13887583187
1875,lei69@at.cn,4727639k,13291337687
1876,zhaoyang@jie.cn,9044179E,18082088798
1877,guiying73@xiuyingliao.cn,6015916W,14576748137
1878,futao@85.net,7984045C,13494961364
1879,ilong@hotmail.com,3826183D,18748514570
1880,nabai@hotmail.com,579709g,14504091676
1881,twang@hotmail.com,1923209f,13851643293
1882,kongna@hotmail.com,5623599y,18276298539
1883,jun42@xiang.cn,2442319u,13518503212
1884,lei24@gmail.com,7728681M,13541185259
1885,huxia@wan.cn,3790955l,15261400967
1886,ukong@yahoo.com,329335O,18998931261
1887,yang58@chao.cn,561711l,18761273350
1888,ganglin@yahoo.com,1880353d,13214528639
1889,wwan@cao.cn,2833791K,13040818204
1890,lei64@bz.cn,7521095N,18924781121
1891,yaofang@yahoo.com,5498419X,18722928829
1892,yanfeng@jin.cn,4502059d,14593085413
1893,jiedai@fangqiang.cn,3796879z,13420790146
1894,taoxu@89.cn,7605747z,15214991913
1895,weixia@yahoo.com,6109398v,14536464263
1896,xiamo@zy.net,3287202u,18159393049
1897,dsu@hotmail.com,9755177k,13632751442
1898,liyang@hotmail.com,8087381l,13575076073
1899,kkang@qiangshao.cn,7243970q,15631593274
1900,jun02@yahoo.com,1780776h,13622465829
1901,chaoshi@hotmail.com,5871196R,15132619093
1902,jinghao@hotmail.com,4571499Q,14506592317
1903,fanghu@yahoo.com,4575737Q,13810676405
1904,xiakong@yahoo.com,4165693v,18609230748
1905,wenjun@zeng.cn,2380111G,13649557339
1906,yyan@48.cn,5676806y,15750184036
1907,baixiuying@zt.cn,9610273M,13933709220
1908,xiawang@68.cn,8351138s,15604159575
1909,yongsong@hu.cn,5762998q,15685852713
1910,liaoyang@jiewei.cn,7790275v,13330979424
1911,ping42@pc.cn,9931298h,15213772768
1912,gang41@hotmail.com,6136129W,14544971611
1913,chaofu@tn.org,3126431w,15158213653
1914,zoujie@hotmail.com,7867143S,14549667279
1915,leizhou@chaoping.cn,6209251Q,13462493391
1916,renchao@gmail.com,3582022F,13756567336
1917,fangxia@hotmail.com,9634348T,15134407948
1918,zhangyang@lei.cn,415778S,13034745901
1919,na40@yahoo.com,4218317x,18594490345
1920,xiajing@mg.cn,1605446Y,13175670556
1921,juntao@19.cn,5111608l,13953140193
1922,juanfu@hotmail.com,3758384C,13634116786
1923,czhou@yahoo.com,1969894Z,18298075268
1924,xiuyingchen@wei.cn,1142052W,14508753647
1925,pkong@jinglong.cn,3293032X,13365388140
1926,smeng@yahoo.com,4677667B,18160272822
1927,cchen@gmail.com,1628016S,15679741543
1928,rliao@yahoo.com,5400538m,18977990086
1929,qcheng@gmail.com,9715908p,13551874123
1930,qianming@yuan.cn,9865444i,14708545237
1931,liangping@yahoo.com,3003771T,18540759984
1932,leiliang@hotmail.com,4846315f,15112860026
1933,dingming@minli.cn,238979Y,15186938287
1934,xiuyingjiang@pengcheng.cn,6473980y,18053742285
1935,gangyuan@yahoo.com,6277118x,15311887858
1936,namo@yong.org,3680171K,15842376171
1937,xiuyingtang@minjie.cn,3219189r,13814925486
1938,syao@juan.cn,8971173b,18042212479
1939,ming68@of.cn,789577V,13273572109
1940,jiexu@46.cn,8960880C,13719938288
1941,yuanfang@xiuyingchao.cn,7408066O,15140935088
1942,yuli@hotmail.com,5046300E,18713070205
1943,dengjing@gmail.com,258625g,15159798361
1944,xiazhu@81.cn,9627674G,14724824636
1945,xiangmin@hotmail.com,2000190j,18086784818
1946,zqin@bz.cn,5782379g,15610598384
1947,xiulan44@fang.cn,1806928H,14551541568
1948,chenjun@panluo.cn,9487363g,15082707896
1949,qiang90@gmail.com,322612k,18149185362
1950,pinghe@hotmail.com,6381430H,13355528806
1951,tao67@gmail.com,1447768G,18262036890
1952,tao61@yong.cn,7842635w,13010822356
1953,mingpeng@np.cn,2582686P,15124236959
1954,chaolai@sun.cn,9267951h,15362498556
1955,liaoping@gmail.com,7863512b,18238461350
1956,guiyinglai@hotmail.com,2890296L,15680688313
1957,yanfu@pingren.cn,4398494E,14564406712
1958,majie@yahoo.com,7400264H,14789662393
1959,qiangren@liaoqiu.net,5896964E,13474442561
1960,chao06@hotmail.com,2431732O,15942920301
1961,nagu@lijin.cn,783238b,15610681219
1962,lcheng@fanglong.cn,1843111A,18935957097
1963,min40@hotmail.com,6835173g,13808918792
1964,min46@yahoo.com,676363T,13924531774
1965,ncao@yahoo.com,7364077K,15258178189
1966,hanwei@yahoo.com,9149251y,15075661147
1967,fxiong@hotmail.com,1624905E,13419311640
1968,gaofang@juanqiang.cn,9670228J,15984752135
1969,qiangcao@yahoo.com,503827E,18926152382
1970,ahuang@yahoo.com,5523528n,18082024163
1971,pding@mao.cn,7787416N,13120571815
1972,liangjing@jing.cn,7919292w,18267804784
1973,cwan@hotmail.com,8530239t,15967466573
1974,ndai@gmail.com,4439552z,13462974918
1975,yanggong@yahoo.com,29760d,13785169438
1976,xiaqiang@kk.cn,3997651O,18913106490
1977,jie97@nayin.cn,1283121o,14596537024
1978,zhujuan@qiangkong.cn,2878373Y,14594186126
1979,qiuchao@yahoo.com,7912774X,14508400409
1980,guiying64@suqin.cn,7192826t,13645236106
1981,dlin@wuzhao.cn,9545677H,18224192246
1982,ming16@hotmail.com,5824891P,14558920933
1983,uguo@yahoo.com,7219904t,14590076947
1984,tanjing@yahoo.com,1684540T,13366586087
1985,hanqiang@hotmail.com,9858053v,18500761449
1986,ping91@yahoo.com,6545942F,13372056210
1987,kluo@ming.cn,8106352O,13236171523
1988,fang96@gmail.com,6869420i,18930535422
1989,wluo@taofu.net,1257708z,18802926100
1990,yaoli@hotmail.com,7525511u,18850921624
1991,jiachao@yahoo.com,1041771S,15224439069
1992,qiang76@yongzeng.cn,7468262h,18279694047
1993,whao@gmail.com,6773772t,15250663917
1994,shenxiulan@zhang.cn,4426135R,13240027450
1995,pingjia@panxue.cn,6229346Y,13277703734
1996,zliang@deng.cn,1260036V,18042647646
1997,swen@87.cn,9187179G,18565941666
1998,cfu@ve.cn,2682643F,15199469878
1999,txiang@tw.cn,4679870q,13817995018
